Stock	Time	Last	Chg	Chg%	TVal	%Val	TLot	%Lot	TFrq	%Frq	Type	Stock Name	Corp. Action	
INTPDRCN6A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	SW Call 17:1 x8300 INTP 29 Jun 26 RHB (DR)	-	
TLKMDRCJ6A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	SW Call 10:1 x3050 TLKM 20 Apr 26 RHB (DR)	-	
BRMSYUCN6A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	CGS International Sekuritas Indonesia	-	
BBRIZPCH6A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	SW Call 7,7101:1 x4000 BBRI 26 Mar 26 Maybank (ZP)	-	
SMGRHDCN6A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	SW Call 12:1 x5150 SMGR 27 Jul 26 KGI (HD)	-	
SMCB	04:07:09	0	0	0.0	0	0	0	0	0	0	WATCH_CALL	Solusi Bangun Indonesia Tbk.	-	
MFMI	04:07:09	0	0	0.0	0	0	0	0	0	0	WATCH_CALL	Multifiling Mitra Indonesia Tbk.	-	
SKYB	04:07:09	0	0	0.0	0	0	0	0	0	0	WATCH_CALL	Northcliff Citranusa Indonesia Tbk.	-	
SIMA	04:07:09	0	0	0.0	0	0	0	0	0	0	WATCH_CALL	Siwani Makmur Tbk	-	
SIDOZPCM6A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	SW Call 5,7664:1 x567 SIDO 25 Jun 26 Maybank (ZP)	-	
BBRIBQCN6A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	SW Call 11,6561:1 x5252 BBRI 28 Jul 26 KISI (BQ)	-	
SIDOHDCN6A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	SW Call 3,84425:1 x568 SIDO 26 Jun 26 KGI (HD)	-	
GOTOM	04:07:09	0	0	0.0	0	0	0	0	0	0	ORDI_PREOPEN	GoTo Gojek Tokopedia Tbk.	-	
BSDEDRCJ6A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	SW Call 6:1 x920 BSDE 20 Apr 26 RHB (DR)	-	
BSDEYUCN6A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	CGS International Sekuritas Indonesia	-	
BBNIZPCH6A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	SW Call 10:1 x4050 BBNI 26 Mar 26 Maybank (ZP)	-	
BSDEZPCH6A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	SW Call 5:1 x850 BSDE 26 Mar 26 Maybank (ZP)	-	
BBNIYUCN6A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	CGS International Sekuritas Indonesia	-	
BBNIHDCQ7A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	SW Call 10:1 x5971 BBNI 9 Aug 27 KGI (HD)	-	
BSDEZPCN6A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	SW Call 7:1 x1000 BSDE 28 Jul 26 Maybank (ZP)	-	
TLKMDRCX6A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	SW Call 0,9270:1 x1576 TLKM 24 Nov 26 RHB (DR)	-	
BBNIDRCX6A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	SW Call 0,9178:1 x2616 BBNI 24 Nov 26 RHB (DR)	-	
INDYYUCN6A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	CGS International Sekuritas Indonesia	-	
BBNIBQCN6A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	SW Call 10:1 x6800 BBNI 28 Jul 26 KISI (BQ)	-	
BBNIBQCJ6A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	SW Call 10:1 x6520 BBNI 27 Apr 26 KISI (BQ)	-	
BSWD	04:07:09	0	0	0.0	0	0	0	0	0	0	WATCH_CALL	Bank Of India Indonesia Tbk.	-	
INTPHDCM6A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	SW Call 20:1 x7224 INTP 5 Jun 26 KGI (HD)	-	
SCPI	04:07:09	0	0	0.0	0	0	0	0	0	0	WATCH_CALL	Organon Pharma Indonesia Tbk.	-	
BTEL	04:07:09	0	0	0.0	0	0	0	0	0	0	WATCH_CALL	Bakrie Telecom Tbk.	-	
TLKMYUCK6A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	SW Call 8:1 x3200 TLKM 25 May 26 CGS (YU)	-	
TLKMZPCM6A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	SW Call 13:1 x3400 TLKM 25 Jun 26 Maybank (ZP)	-	
BTPSDRCK6A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	SW Call 5,8264:1 x1651 BTPS 20 May 26 RHB (DR)	-	
INTPZPCG6A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	SW Call 30:1 x5500 INTP 24 Feb 26 Maybank (ZP)	-	
BTPSHDCJ6A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	SW Call 3,88425:1 x1527 BTPS 23 Apr 26 KGI (HD)	-	
SCMAZPCG6A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	SW Call 0,9757:1 x161 SCMA 24 Feb 26 Maybank (ZP)	-	
BUKAHDCN6A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	SW Call 1,5:1 x191 BUKA 9 Jul 26 KGI (HD)	-	
BUKAZPCM6A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	SW Call 1:1 x190 BUKA 25 Jun 26 Maybank (ZP)	-	
MENN	04:07:09	0	0	0.0	0	0	0	0	0	0	ACCEL	Menn Teknologi Indonesia Tbk.	-	
SBAT	04:07:09	0	0	0.0	0	0	0	0	0	0	WATCH_CALL	Sejahtera Bintang Abadi Textile Tbk.	-	
MAPIZPCJ6A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	SW Call 5:1 x1330 MAPI 27 Apr 26 Maybank (ZP)	-	
INDYHDCJ6A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	SW Call 4:1 x1446 INDY 23 Apr 26 KGI (HD)	-	
TOPS	04:07:09	0	0	0.0	0	0	0	0	0	0	WATCH_CALL	Totalindo Eka Persada Tbk.	-	
GLOB	04:07:09	0	0	0.0	0	0	0	0	0	0	WATCH_CALL	Globe Kita Terang Tbk.	-	
RSGK	04:07:09	0	0	0.0	0	0	0	0	0	0	WATCH_CALL	Kedoya Adyaraya Tbk.	-	
KIAS	04:07:09	0	0	0.0	0	0	0	0	0	0	WATCH_CALL	Keramika Indonesia Assosiasi Tbk.	-	
MEJA-W	04:07:09	0	0	0.0	0	0	0	0	0	0			-	
RIMO	04:07:09	0	0	0.0	0	0	0	0	0	0	WATCH_CALL	Rimo International Lestari Tbk	-	
TOYS	04:07:09	0	0	0.0	0	0	0	0	0	0	WATCH_CALL	Sunindo Adipersada Tbk.	-	
TRAM	04:07:09	0	0	0.0	0	0	0	0	0	0	WATCH_CALL	Trada Alam Minera Tbk.	-	
HOME	04:07:09	0	0	0.0	0	0	0	0	0	0	WATCH_CALL	Hotel Mandarine Regency Tbk.	-	
TRIL	04:07:09	0	0	0.0	0	0	0	0	0	0	WATCH_CALL	Triwira Insanlestari Tbk.	-	
BAIK-W	04:07:09	0	0	0.0	0	0	0	0	0	0	WARI_CALL	Waran BAIK  Bersama Mencapai Puncak Tbk.	!NEAR! End Waran 2026-02-13	
TRIO	04:07:09	0	0	0.0	0	0	0	0	0	0	WATCH_CALL	Trikomsel Oke Tbk.	-	
IPPE	04:07:09	0	0	0.0	0	0	0	0	0	0	WATCH_CALL	Indo Pureco Pratama Tbk.	-	
MIKADRCV6A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	SW Call 7:1 x3500 MIKA 29 Sep 26 RHB (DR)	-	
KBRI	04:07:09	0	0	0.0	0	0	0	0	0	0	WATCH_CALL	Kertas Basuki Rachmat Indonesia Tbk.	-	
MIKAHDCN6A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	SW Call 10:1 x2954 MIKA 26 Jun 26 KGI (HD)	-	
KAYU	04:07:09	0	0	0.0	0	0	0	0	0	0	WATCH_CALL	Darmi Bersaudara Tbk.	-	
MIKAZPCG6A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	SW Call 18:1 x2350 MIKA 24 Feb 26 Maybank (ZP)	-	
UNIT	04:07:09	0	0	0.0	0	0	0	0	0	0	WATCH_CALL	Nusantara Inti Corpora Tbk	-	
AVIAZPCJ6A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	SW Call 2,9286:1 x469 AVIA 27 Apr 26 Maybank (ZP)	-	
AVIAHDCN6A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	SW Call 2:1 x461 AVIA 26 Jun 26 KGI (HD)	-	
AVIADRCV6A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	SW Call 1,4643:1 x508 AVIA 29 Sep 26 RHB (DR)	-	
UNTRDRCG6A	04:07:09	0	0	0.0	0	0	0	0	0	0			-	
AUTOZPCJ6A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	SW Call 14,6373:1 x2147 AUTO 27 Apr 26 Maybank (ZP)	-	
AUTOHDCN6A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	SW Call 10:1 x2816 AUTO 26 Jun 26 KGI (HD)	-	
AUTODRCV6A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	SW Call 6,8307:1 x3171 AUTO 29 Sep 26 RHB (DR)	-	
INDFDRCX6B	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	SW Call 25:1 x9575 INDF 16 Nov 26 RHB (DR)	-	
UNVRDRCG6A	04:07:09	0	0	0.0	0	0	0	0	0	0			-	
CBMF	04:07:09	0	0	0.0	0	0	0	0	0	0	WATCH_CALL	Cahaya Bintang Medan Tbk.	-	
R-ABFII	04:07:09	0	0	0.0	0	0	0	0	0	0	MUTI	Asian Bond Fund - Indonesia Bond Index Fund	-	
UNVRYUCV6A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	SW Call 6:1 x2700 UNVR 19 Oct 26 CGS (YU)	-	
MIKAZPCU6A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	SW Call 15:1 x2650 MIKA 25 Sep 26 Maybank (ZP)	-	
MEDCZPCV6A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	SW Call 8:1 x3930 MEDC 27 Okt 26 Maybank (ZP)	-	
MKNT	04:07:09	0	0	0.0	0	0	0	0	0	0	WATCH_CALL	Mitra Komunikasi Nusantara Tbk.	-	
PWONHDCN6A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	SW Call 2:1 x665 PWON 27 Jul 26 KGI (HD)	-	
INDFDRCX6A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	SW Call 0,9659:1 x4443 INDF 23 Nov 26 RHB (DR)	-	
PURE	04:07:09	0	0	0.0	0	0	0	0	0	0	WATCH_CALL	Trinitan Metals and Minerals Tbk.	-	
WICO	04:07:09	0	0	0.0	0	0	0	0	0	0	WATCH_CALL	Wicaksana Overseas International Tbk.	-	
GAMA	04:07:09	0	0	0.0	0	0	0	0	0	0	WATCH_CALL	Aksara Global Development Tbk.	-	
PTMR	04:07:09	0	0	0.0	0	0	0	0	0	0	WATCH_CALL	Master Print Tbk.	-	
MEDCDRCG6A	04:07:09	0	0	0.0	0	0	0	0	0	0			-	
ASIIZPCJ6A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	SW Call 8:1 x6150 ASII 27 Apr 26 Maybank (ZP)	-	
ASIIHDCN6A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	SW Call 30:1 x10350 ASII 27 Jul 26 KGI (HD)	-	
ASIIDRCX6A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	SW Call 0,9366:1 x2763 ASII 24 Nov 26 RHB (DR)	-	
PTBAZPCU6A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	SW Call 12:1 x2700 PTBA 25 Sep 26 Maybank (ZP)	-	
PTBAZPCH6A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	SW Call 8:1 x2650 PTBA 26 Mar 26 Maybank (ZP)	-	
WIKA	04:07:09	0	0	0.0	0	0	0	0	0	0	WATCH_CALL	Wijaya Karya (Persero) Tbk.	-	
WMPP	04:07:09	0	0	0.0	0	0	0	0	0	0	WATCH_CALL	Widodo Makmur Perkasa Tbk.	-	
ISATDRCG6A	04:07:09	0	0	0.0	0	0	0	0	0	0			-	
PTBAHDCM6A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	SW Call 8:1 x2417 PTBA 5 Jun 26 KGI (HD)	-	
CMRYDRCK6A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	SW Call 12:1 x5400 CRMY 20 May 26 RHB (DR)	-	
PTBADRCG6A	04:07:09	0	0	0.0	0	0	0	0	0	0			-	
CNTB	04:07:09	0	0	0.0	0	0	0	0	0	0	WATCH_CALL	Saham Seri B ( Centex Tbk )	-	
CNTX	04:07:09	0	0	0.0	0	0	0	0	0	0	WATCH_CALL	Century Textile Industry Tbk.	-	
COWL	04:07:09	0	0	0.0	0	0	0	0	0	0	WATCH_CALL	Cowell Development Tbk.	-	
PPRO	04:07:09	0	0	0.0	0	0	0	0	0	0	WATCH_CALL	PP Properti Tbk.	-	
MASB	04:07:09	0	0	0.0	0	0	0	0	0	0	ORDI_PREOPEN	Bank Multiarta Sentosa Tbk.	-	
CPINDRCG6A	04:07:09	0	0	0.0	0	0	0	0	0	0			-	
WSKT	04:07:09	0	0	0.0	0	0	0	0	0	0	WATCH_CALL	Waskita Karya (Persero) Tbk.	-	
ARTI	04:07:09	0	0	0.0	0	0	0	0	0	0	WATCH_CALL	Ratu Prabu Energi Tbk	-	
CPINDRCN6A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	SW Call 9:1 x5475 CPIN 29 Jun 26 RHB (DR)	-	
XBES	04:07:09	0	0	0.0	0	0	0	0	0	0	MUTI	Reksa Dana Indeks BNI-AM ETF MSCI Indonesia Selection	-	
ARMY	04:07:09	0	0	0.0	0	0	0	0	0	0	WATCH_CALL	Armidian Karyatama Tbk.	-	
CPINHDCN6A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	SW Call 10:1 x5686 CPIN 26 Jun 26 KGI (HD)	-	
CPINZPCN6A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	SW Call 18:1 x5500 CPIN 28 Jul 26 Maybank (ZP)	-	
HKMU	04:07:09	0	0	0.0	0	0	0	0	0	0	WATCH_CALL	HK Metals Utama Tbk.	-	
XBIG	04:07:09	0	0	0.0	0	0	0	0	0	0	MUTI	ETF PASSIVE BNP PARIBAS IDXG30 INDEX	-	
CPRI	04:07:09	0	0	0.0	0	0	0	0	0	0	WATCH_CALL	Capri Nusa Satu Properti Tbk.	-	
POSA	04:07:09	0	0	0.0	0	0	0	0	0	0	WATCH_CALL	Bliss Properti Indonesia Tbk.	-	
XBNI	04:07:09	0	0	0.0	0	0	0	0	0	0	MUTI	ETF PASSIVE BNI-AM MSCI INDEX	-	
XBSK	04:07:09	0	0	0.0	0	0	0	0	0	0	MUTI	ETF PASSIVE BATAVIA SRI-KEHATI INDEX	-	
HRUMHDCQ6A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	SW Call 5:1 x2250 HRUM 10 Aug 26 KGI (HD)	-	
XCEG	04:07:09	0	0	0.0	0	0	0	0	0	0	MUTI	ETF PASSIVE CAPITAL ESG INDEX	-	
POOL	04:07:09	0	0	0.0	0	0	0	0	0	0	WATCH_CALL	Pool Advista Indonesia Tbk.	-	
LCGP	04:07:09	0	0	0.0	0	0	0	0	0	0	WATCH_CALL	Eureka Prima Jakarta Tbk.	-	
POLL	04:07:09	0	0	0.0	0	0	0	0	0	0	WATCH_CALL	Pollux Properties Indonesia Tbk.	-	
ANTMYUCN6A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	CGS International Sekuritas Indonesia	-	
PNLFZPCH6A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	SW Call 2:1 x280 PNLF 26 Mar 26 Maybank (ZP)	-	
PNLFHDCN6A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	SW Call 2,5:1 x560 PNLF 27 Jul 26 KGI (HD)	-	
INAF	04:07:09	0	0	0.0	0	0	0	0	0	0	WATCH_CALL	Indofarma Tbk.	-	
JSMRHDCH6A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	SW Call 10:1 x3780 JSMR 12 Mar 26 KGI (HD)	-	
ANTMDRCG6A	04:07:09	0	0	0.0	0	0	0	0	0	0			-	
HITS	04:07:09	0	0	0.0	0	0	0	0	0	0	WATCH_CALL	Humpuss Intermoda Transportasi Tbk.	-	
FIMP	04:07:09	0	0	0.0	0	0	0	0	0	0	WATCH_CALL	Fimperkasa Utama Tbk.	-	
DEAL	04:07:09	0	0	0.0	0	0	0	0	0	0	WATCH_CALL	Dewata Freightinternational Tbk.	-	
PNBNDRCM6A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	SW Call 2,5:1 x1500 PNBN 5 Jun 26 RHB (DR)	-	
PNBNBQCQ6A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	SW Call 6:1 x3020 PNBN 26 Aug 26 KISI (BQ)	-	
PMMP	04:07:09	0	0	0.0	0	0	0	0	0	0	WATCH_CALL	Panca Mitra Multiperdana Tbk.	-	
PLIN	04:07:09	0	0	0.0	0	0	0	0	0	0	WATCH_CALL	Plaza Indonesia Realty Tbk.	-	
PLAS	04:07:09	0	0	0.0	0	0	0	0	0	0	WATCH_CALL	Polaris Investama Tbk	-	
LMAS	04:07:09	0	0	0.0	0	0	0	0	0	0	WATCH_CALL	Limas Indonesia Makmur Tbk	-	
XIIC	04:07:09	0	0	0.0	0	0	0	0	0	0	MUTI	ETF ACTIVE IPIM CONSUMER STOCK	-	
MDKAYUCK6A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	SW Call 8:1 x3000 MDKA 25 May 26 CGS (YU)	-	
LMSH	04:07:09	0	0	0.0	0	0	0	0	0	0	WATCH_CALL	Lionmesh Prima Tbk.	-	
XIID	04:07:09	0	0	0.0	0	0	0	0	0	0	MUTI	ETF PASSIVE IPIM IDX30 INDEX	-	
XIIF	04:07:09	0	0	0.0	0	0	0	0	0	0	MUTI	ETF ACTIVE IPIM FINANCIAL STOCK	-	
XIIT	04:07:09	0	0	0.0	0	0	0	0	0	0	MUTI	ETF PASSIVE IPIM IDX30 INDEX	-	
JSMRDRCH6A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	SW Call 4:1 x4700 JSMR 11 Mar 26 RHB (DR)	-	
HALO-W	04:07:09	0	0	0.0	0	0	0	0	0	0			-	
AMMNHDCH6A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	SW Call 25:1 x8582 AMMN 26 Mar 26 KGI (HD)	-	
IIKP	04:07:09	0	0	0.0	0	0	0	0	0	0	WATCH_CALL	Inti Agri Resources Tbk	-	
PGEOYUCK6A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	SW Call 6:1 x1390 PGEO 25 May 26 CGS (YU)	-	
FASW	04:07:09	0	0	0.0	0	0	0	0	0	0	WATCH_CALL	Fajar Surya Wisesa Tbk.	-	
JSMRBQCQ6A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	SW Call 16:1 x9200 JSMR 26 Aug 26 KISI (BQ)	-	
MAPAZPCH6A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	SW Call 5:1 x750 MAPA 26 Mar 26 Maybank (ZP)	-	
JSKY	04:07:09	0	0	0.0	0	0	0	0	0	0	WATCH_CALL	Sky Energy Indonesia Tbk.	-	
DPNS	04:07:09	0	0	0.0	0	0	0	0	0	0	ORDI_PREOPEN	Duta Pertiwi Nusantara Tbk.	-	
ITMGDRCV6A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	SW Call 17,4249:1 x35818 ITMG 29 Sep 26 RHB (DR)	-	
ALTO	04:07:09	0	0	0.0	0	0	0	0	0	0	WATCH_CALL	Tri Banyan Tirta Tbk.	-	
ALMI	04:07:09	0	0	0.0	0	0	0	0	0	0	WATCH_CALL	Alumindo Light Metal Industry Tbk.	-	
PGASZPCU6A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	SW Call 6:1 x2100 PGAS 25 Sep 26 Maybank (ZP)	-	
PGASZPCJ6A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	SW Call 6:1 x1800 PGAS 27 Apr 26 Maybank (ZP)	-	
PGASHDCK6A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	SW Call 4:1 x1968 PGAS 6 May 26 KGI (HD)	-	
XISB	04:07:09	0	0	0.0	0	0	0	0	0	0	MUTI	ETF ACTIVE IPIM SOVEREIGN BONDS	-	
AKRAZPCM6A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	SW Call 7:1 x1350 AKRA 25 Jun 26 Maybank (ZP)	-	
AKRAZPCJ6A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	SW Call 4,8099:1 x1414 AKRA 27 Apr 26 Maybank (ZP)	-	
AKRAHDCH6A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	SW Call 4,80989:1 x1260 AKRA 26 Mar 26 KGI (HD)	-	
DSNGDRCK6A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	SW Call 6:1 x1850 DSNG 20 May 26 RHB (DR)	-	
DSNGDRCX6A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	SW Call 2,5:1 x2030 DSNG 23 Nov 26 RHB (DR)	-	
DSNGZPCM6A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	SW Call 10:1 x1820 DSNG 25 Jun 26 Maybank (ZP)	-	
PGASDRCG6A	04:07:09	0	0	0.0	0	0	0	0	0	0			-	
XISI	04:07:09	0	0	0.0	0	0	0	0	0	0	MUTI	ETF PASSIVE IPIM SMINFRA 18 INDEX	-	
XISR	04:07:09	0	0	0.0	0	0	0	0	0	0	MUTI	ETF PASSIVE IPIM SRI-KEHATI INDEX	-	
XKID	04:07:09	0	0	0.0	0	0	0	0	0	0	MUTI	ETF XKIS KISI Asset Management	-	
XKIV	04:07:09	0	0	0.0	0	0	0	0	0	0	MUTI	ETF PASSIVE KISI VALUE30 INDEX	-	
XKMS	04:07:09	0	0	0.0	0	0	0	0	0	0	MUTI	ETF PASSIVE KISI MSCI INDEX	-	
XMGB	04:07:09	0	0	0.0	0	0	0	0	0	0	MUTI	ETF XMAM Majoris Asset Management	-	
DUCK	04:07:09	0	0	0.0	0	0	0	0	0	0	WATCH_CALL	Jaya Bersama Indo Tbk.	-	
XMIG	04:07:09	0	0	0.0	0	0	0	0	0	0	MUTI	ETF PASSIVE MAJORIS I-GRADE INDEX	-	
DUTI	04:07:09	0	0	0.0	0	0	0	0	0	0	ORDI_PREOPEN	Duta Pertiwi Tbk	-	
EDGE	04:07:09	0	0	0.0	0	0	0	0	0	0	ORDI_PREOPEN	Indointernet Tbk.	-	
ADROYUCV6A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	SW Call 5,5530:1 x2175 ADRO 19 Oct 26 CGS (YU)	-	
XMLF	04:07:09	0	0	0.0	0	0	0	0	0	0	MUTI	ETF XCC Mandiri Manajemen Investasi	-	
ELPI	04:07:09	0	0	0.0	0	0	0	0	0	0	ORDI_PREOPEN	Pelayaran Nasional Ekalya Purnamasari Tbk.	-	
ELSABQCQ6A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	SW Call 3:1 x1340 ELSA 26 Aug 26 KISI (BQ)	-	
MTPS	04:07:09	0	0	0.0	0	0	0	0	0	0	WATCH_CALL	Meta Epsi Tbk.	-	
MBMAHDCH6A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	SW Call 2:1 x614 MBMA 12 Mar 26 KGI (HD)	-	
OCAP	04:07:09	0	0	0.0	0	0	0	0	0	0	WATCH_CALL	Onix Capital Tbk.	-	
NZIA	04:07:09	0	0	0.0	0	0	0	0	0	0	ORDI_PREOPEN	Nusantara Almazia Tbk.	-	
XMSK	04:07:09	0	0	0.0	0	0	0	0	0	0	MUTI	ETF XCC Mandiri Manajemen Investasi	-	
XNVE	04:07:09	0	0	0.0	0	0	0	0	0	0	MUTI	ETF PASSIVE NUSADANA VALUE30 INDEX	-	
ADMRZPCH6A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	SW Call 5:1 x1100 ADMR 26 Mar 26 Maybank (ZP)	-	
NUSA	04:07:09	0	0	0.0	0	0	0	0	0	0	WATCH_CALL	Sinergi Megah Internusa Tbk.	-	
MTRA	04:07:09	0	0	0.0	0	0	0	0	0	0	WATCH_CALL	Mitra Pemuda Tbk.	-	
JPFAZPCG6A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	SW Call 5:1 x1550 JPFA 24 Feb 26 Maybank (ZP)	-	
ICBPDRCX6A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	SW Call 0,9765:1 x6933 ICBP 23 Nov 26 RHB (DR)	-	
EMTKYUCN6A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	CGS International Sekuritas Indonesia	-	
XPFT	04:07:09	0	0	0.0	0	0	0	0	0	0	MUTI	ETF PASSIVE PINNACLE FTSE INDEX	-	
XPIN	04:07:09	0	0	0.0	0	0	0	0	0	0	MUTI	ETF XBIN Reksa Dana Indeks Bahana ETF Bisnis - 27	-	
MTSM	04:07:09	0	0	0.0	0	0	0	0	0	0	WATCH_CALL	Metro Realty Tbk.	-	
HEALBQCZ6A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	SW Call 8:1 x3840 HEAL 23 Des 26 KISI (BQ)	-	
XPTD	04:07:09	0	0	0.0	0	0	0	0	0	0	MUTI	ETF PASSIVE PANIN IDX30 INDEX	-	
ENRGBQCJ6A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	SW Call 5:1 x1415 ENRG 27 Apr 26 KISI (BQ)	-	
NCKLZPCJ6A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	SW Call 6:1 x800 NCKL 27 Apr 26 Maybank (ZP)	-	
XSPI	04:07:09	0	0	0.0	0	0	0	0	0	0	MUTI	ETF ACTIVE SIMAS XDH	-	
ACESZPCU6A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	SW Call 4:1 x410 ACES 25 Sep 26 Maybank (ZP)	-	
ENVY	04:07:09	0	0	0.0	0	0	0	0	0	0	WATCH_CALL	Envy Technologies Indonesia Tbk.	-	
MABA	04:07:09	0	0	0.0	0	0	0	0	0	0	WATCH_CALL	Marga Abhinaya Abadi Tbk.	-	
MAGP	04:07:09	0	0	0.0	0	0	0	0	0	0	WATCH_CALL	Multi Agro Gemilang Plantation Tbk.	-	
EURO	04:07:09	0	0	0.0	0	0	0	0	0	0	ACCEL	Estee Gold Feet Tbk.	-	
XSSK	04:07:09	0	0	0.0	0	0	0	0	0	0	MUTI	ETF PASSIVE SAM SRI-KEHATI INDEX	-	
YULE	04:07:09	0	0	0.0	0	0	0	0	0	0	ORDI_PREOPEN	Yulie Sekuritas Indonesia Tbk.	-	
